tweet,username,hash-tags,Date,Day,tweet_id,likes,retweets,polarity
#RajivGandhiChorHai #RajivGandhi #PMIndiaKilledWhileOnDuty #BJPScaredOfLossingElection #NotAcceptableComment #ExPMRajivGandhiAmarHi #RespectPlease #BJP #Congress #SP #BSP #TMC #VoteForIndia #LokSabhaElections2019 How many will accept or Support this Disgraceful Comment?,reddyvpr,"['RajivGandhiChorHai', 'RajivGandhi', 'PMIndiaKilledWhileOnDuty', 'BJPScaredOfLossingElection', 'NotAcceptableComment', 'ExPMRajivGandhiAmarHi', 'RespectPlease', 'BJP', 'Congress', 'SP', 'BSP', 'TMC', 'VoteForIndia', 'LokSabhaElections2019']",2019-05-06,Mon,1125275913417965568,1,0,0.5
"""Vote from the 'mahagathbandhan will go to the Congress in Amethi Mayawati #Mayawati #Phase5 #VotingRound5 #MahaGathbandhan #Congress #BSP #Amethi #smritivsrahul #NarendraModi #BJP Do you stand with",istandwithindia,"['Mayawati', 'Phase5', 'VotingRound5', 'MahaGathbandhan', 'Congress', 'BSP', 'Amethi', 'smritivsrahul', 'NarendraModi', 'BJP']",2019-05-06,Mon,1125269390834847744,2,0,0.0
#Modi factor poses challenge to #SP-#BSP in eastern UP #LokSabhaElections2019 #Phase5 #LIVE #Updates,EconomicTimes,"['Modi', 'SP', 'BSP', 'LokSabhaElections2019', 'Phase5', 'LIVE', 'Updates']",2019-05-06,Mon,1125267697737056256,1,0,0.13636363636363635
We all have that one friend who sulks every time when they lose a ranked game They never admit their defeat and are easily annoyed by the jokes made on that situation Tag them in this post and wish them for better luck next time :-P #BSP #Gaming #TagAFriend,Bsp_Gaming,"['BSP', 'Gaming', 'TagAFriend']",2019-05-06,Mon,1125260249861017600,1,0,0.09
Meo Muslims population is decided factor here and #BSP feilded a meo muslim candidate else its was a cakewalk for congress. Now edge for #BJP,Unbreak99284365,"['BSP', 'BJP']",2019-05-06,Mon,1125258197286014978,1,0,0.0
"""What is common with the #BJP &amp #BSP-#SP alliance in eastern #UP is their strong organisational base #LokSabhaElections2019 #Phase5 #LIVE #Updates",EconomicTimes,"['BJP', 'BSP', 'SP', 'UP', 'LokSabhaElections2019', 'Phase5', 'LIVE', 'Updates']",2019-05-06,Mon,1125256373275512832,3,0,-0.1325757575757576
JUST IN #BSP Chief #Mayawati casts her vote at a polling booth in City Montessori Inter College in Lucknow #UttarPradesh #LokSabhaElections2019 #Elections2019 #ElectionsWithGoNews #GoVote #GoElections2019,GoNews24x7,"['BSP', 'Mayawati', 'UttarPradesh', 'LokSabhaElections2019', 'Elections2019', 'ElectionsWithGoNews', 'GoVote', 'GoElections2019']",2019-05-06,Mon,1125251340127567872,4,2,0.0
Fearing defeat PM trying to create rift in SP-BSP-RLD alliance Mayawati #BSP #Mayawati #NarendraModi #UttarPradesh #BJP #Elections2019 #Country #polls #Congress #Amethi #raebareli #RSS #LokSabha,pennewstweet,"['BSP', 'Mayawati', 'NarendraModi', 'UttarPradesh', 'BJP', 'Elections2019', 'Country', 'polls', 'Congress', 'Amethi', 'raebareli', 'RSS', 'LokSabha']",2019-05-06,Mon,1125247833659940864,0,0,0.0
Pick of the Day #SP #BSP #Congress #NarendraModi #AkhileshYadav #Mayawati #MahaGathbandhan #bsp_sp_rld #UttarPradesh #Cartoon #Yogi #PoliTRICKS #CommonManAsks #PenNewsPic,pennewstweet,"['SP', 'BSP', 'Congress', 'NarendraModi', 'AkhileshYadav', 'Mayawati', 'MahaGathbandhan', 'bsp_sp_rld', 'UttarPradesh', 'Cartoon', 'Yogi', 'PoliTRICKS', 'CommonManAsks', 'PenNewsPic']",2019-05-06,Mon,1125245169056399360,0,0,0.0
#BSP Chief casts her vote at a polling booth in City Montessori Inter College in Lucknow,GauravSingh1307,['BSP'],2019-05-06,Mon,1125236736039292929,4,0,0.0
#LokSabhaElections #BSP chief casts her vote at a polling booth in #Lucknow #UttarPradesh. #LokSabhaElections2019 #Phase5,NEWS9TWEETS,"['LokSabhaElections', 'BSP', 'Lucknow', 'UttarPradesh', 'LokSabhaElections2019', 'Phase5']",2019-05-06,Mon,1125233316230131712,1,0,0.0
_THORe #BSP Chief casts her vote at a polling booth in City Montessori Inter College in Lucknow #LokSabhaElections2019 #Phase5 #LIVE #Updates,EconomicTimes,"['BSP', 'LokSabhaElections2019', 'Phase5', 'LIVE', 'Updates']",2019-05-06,Mon,1125231782394089473,16,2,0.13636363636363635
West Bengal is marginally better in gender representation compared to other States But with a woman Chief Minister ruling the State is this enough? #WestBengal #fish #BJP #Congress #BSP #TMC #LokSabhaElections2019 #VoteKarIndia #India,YPPIndia,"['WestBengal', 'fish', 'BJP', 'Congress', 'BSP', 'TMC', 'LokSabhaElections2019', 'VoteKarIndia', 'India']",2019-05-06,Mon,1125228968783646722,0,0,0.125
Calling the Prime Minister’s claims on the #BSP being kept out of the loop by the and “false and baseless” made a strong pitch for unity. #Elections2019 #UttarPradesh #AkhileshYadav #Mayawati #RahulGandhi #SoniaGandhi,thehungrytide,"['BSP', 'Elections2019', 'UttarPradesh', 'AkhileshYadav', 'Mayawati', 'RahulGandhi', 'SoniaGandhi']",2019-05-06,Mon,1125215465544998912,0,0,0.01666666666666661
After watching #IndiaVsVadras just 1 request to #ArnabGoswami bring on all the morons on the side of #Vadras on the evening of 23 May. Appears that #TanveerAhmed is also trying to fool _kumaraswamy and enter just like #KunvarDanishAli fooled n went to #BSP,beingsamirvarma,"['IndiaVsVadras', 'ArnabGoswami', 'Vadras', 'TanveerAhmed', 'KunvarDanishAli', 'BSP']",2019-05-05,Sun,1125133278128721920,0,0,-0.8
The best part of #Election2019 is that the bubble of neutral journalism is totally burst Either you are for or You are for #Others _national #BSP #PDP _,fairaffairs,"['Election2019', 'Others', 'BSP', 'PDP']",2019-05-05,Sun,1125131801943429120,0,0,0.5
"Vote For A Better India, &amp Then Work For Make Best India. &amp Show The Real Power Of a Indian to the world. _gadkari #election2019 #phase5 #bjp #congress #bsp #sp #tmc",LovekamalJain,"['election2019', 'phase5', 'bjp', 'congress', 'bsp', 'sp', 'tmc']",2019-05-05,Sun,1125130594290159619,0,0,0.5666666666666667
Ever thought about joining a book club check out this list for Houston area book clubs that will dig into your favorite books with you and even broaden your literary horizons #Houston #BSP #BookClub #HoustonReaders,brightskytx,"['Houston', 'BSP', 'BookClub', 'HoustonReaders']",2019-05-05,Sun,1125098338771247110,0,0,0.3
What is #Opposition’s (#Congress #TMC #BSP #SP #MahaGathbandhan #RJD seasonal business #LokSabhaElections2019,naashonomics,"['Opposition', 'Congress', 'TMC', 'BSP', 'SP', 'MahaGathbandhan', 'RJD', 'LokSabhaElections2019']",2019-05-05,Sun,1125098261063168000,0,0,0.0
_in In that scenario #BSP #TRS #YSRCP +#BJD with &gt 70 Seats will be the deciding factor for the Government formation .... and will have a great role in National politics .....,pkm1999,"['BSP', 'TRS', 'YSRCP', 'BJD']",2019-05-05,Sun,1125093642983444480,0,0,0.8
For many regional parties like #RJD #SP #BSP #NCP #DMK #TMC #RLSP and others it's going to be do or die situation won't be a surprise if many of them get 0 seat #UP results will be more interesting Let's vote for those who can take our country to next level &amp lead by example,crazzybulll,"['RJD', 'SP', 'BSP', 'NCP', 'DMK', 'TMC', 'RLSP', 'UP']",2019-05-05,Sun,1125093516659515392,0,0,0.4
#Modi doesn't do anything without reason He made a derogatory statement against Late #RajivGandhi just 2 days prior to polling day He wants #Congress to get more votes thus reducing #SP #BSP combine in #UP so #BJP is the final winner 2day it was #MMS #LokSabhaElections2019,PraveenDutta,"['Modi', 'RajivGandhi', 'Congress', 'SP', 'BSP', 'UP', 'BJP', 'MMS', 'LokSabhaElections2019']",2019-05-05,Sun,1125082519014035456,2,0,0.08
#BIGNEWS PM attacks Opposition parties for not focusing on the country's development He adds that #Congress #SP and #BSP tried to stall legislation against #TripleTalaq forcing Muslim women to live in fear,NEWS9TWEETS,"['BIGNEWS', 'Congress', 'SP', 'BSP', 'TripleTalaq']",2019-05-05,Sun,1125077942193672192,3,1,0.13636363636363635
#BSP +#SP will get &gt 50 Seats in UP ... #BJP #Congress will get &lt 30 Seats in UP ... will have to make up the losses partially from Bengal Orissa ... Now on 23rd May 2019 whether will head the Cabinet in 2019 ....,pkm1999,"['BSP', 'SP', 'BJP', 'Congress']",2019-05-05,Sun,1125076617674387456,2,2,-0.1
My Vote #BSP #Next_Pm_BahenJi,Rakeshkm9785,"['BSP', 'Next_Pm_BahenJi']",2019-05-05,Sun,1125053483353116672,0,0,0.0
After being ruled by the Left for over 3 decades today #WestBengal is home to one of India's foremost women leaders who is the harshest critique of PM Narendra Modi Follow for news about WB. #tmc #cpim #bjp #congress #bsp #Mamata #left #loksabhaelections2019,YPPIndia,"['WestBengal', 'tmc', 'cpim', 'bjp', 'congress', 'bsp', 'Mamata', 'left', 'loksabhaelections2019']",2019-05-05,Sun,1125048858180874240,2,0,0.0
@_pallavighosh Raul Vinchi alias Rahul Gandhi will be weeping for loosing #Amethi Saffron colour #wayanad Green White colour Chameleon Don't waste your votes Don't make future of #Dynasty political family business parties children Think about your children future #sp #BSP,Satishrathod100,"['Amethi', 'wayanad', 'Dynasty', 'sp', 'BSP']",2019-05-05,Sun,1125043013040975873,0,0,-0.06666666666666668
SP and BSP alliance using innocent children for their publicity Even they used their naked body to paint their singns and slogans. It is shameful and against your directions Please take action against #BSP #MahaGathbandhan,vshivam_,"['BSP', 'MahaGathbandhan']",2019-05-05,Sun,1125039553515941888,2,0,0.2
#LokSabhaElections2019 ‘Mahagathbandhan Vote Will Go to Congress in #Amethi #RaeBareli Says #BSP Supremo #Mayawati,latestly,"['LokSabhaElections2019', 'Amethi', 'RaeBareli', 'BSP', 'Mayawati']",2019-05-05,Sun,1125030947567558662,1,1,0.0
#Cong #SP or #BSP are they friends or just known enemies ?.. Whatever they would sure not shirk away to team up against d much unknown Foe #Modi,welworth,"['Cong', 'SP', 'BSP', 'Modi']",2019-05-05,Sun,1125028707951726592,0,0,0.2
"#Lucknow A day after Prime Minister charged the #SP with going soft on the #Congress as part of a ""big game against the #BSP the two ""mahagathbandhan partners blamed the PM for trying to create a rift in the alliance #LoksabhaElections2019",1stIndiaNews,"['Lucknow', 'SP', 'Congress', 'BSP', 'LoksabhaElections2019']",2019-05-05,Sun,1125025179166441472,4,3,-0.10000000000000002
#Uttar_Pradesh Bharatiya Janata Party ( state General Secretary and Union Home Minister son #Pankaj_Singh said that the #SP #BSP and Indian National Congress were fighting for their survival and after …,YTHISNEWS,"['Uttar_Pradesh', 'Pankaj_Singh', 'SP', 'BSP']",2019-05-05,Sun,1124964327256088576,0,0,0.05000000000000002
23 May will be last day of #SP #BSP gathbandhan and after that blame game will start to disown this upcoming grand defeat for them excited to think about this One side and other side all #Poltical party is not a scam and cheating with voters Plz vote 4 #Modi ji,manoj100001,"['SP', 'BSP', 'Poltical', 'Modi']",2019-05-05,Sun,1124962430478581760,0,0,0.06999999999999999
#BahujanSamajParty supremo on Sunday appealed to the workers of the #BSP alliance to vote for the in Monday’s election when people in …,YTHISNEWS,"['BahujanSamajParty', 'BSP']",2019-05-05,Sun,1124961158027288577,0,0,0.0
Likes of completely outdated #Mayawati who can’t speak or think without some one giving her a script in writing. After #Cong #BSP &amp #SP are d ones who have ruled UP for d longest period &amp see how sick they made it,welworth,"['Mayawati', 'Cong', 'BSP', 'SP']",2019-05-05,Sun,1124957524006817793,0,0,-0.5571428571428572
#BIGNEWS #BSP Supremo appealed to the workers of SP-BSP alliance to vote for the #Congress in the upcoming #LokSabha polls,NEWS9TWEETS,"['BIGNEWS', 'BSP', 'Congress', 'LokSabha']",2019-05-05,Sun,1124957137489186816,0,0,0.0
The day ji will start speaking without help of prewritten paper i will start voting to BSP LOL #BSP #Elections2019 #MahaGathbandhan,ceo_at_redian,"['BSP', 'Elections2019', 'MahaGathbandhan']",2019-05-05,Sun,1124951592061431808,0,0,0.8
#BSP supremo #Mayawati on Sunday May 5 appealed to the workers of the SP-BSP alliance to vote for the #Congress in Monday’s election when people in UP’s #Amethi and #RaeBareli will cast their ballots.,Reasonyourself,"['BSP', 'Mayawati', 'Congress', 'Amethi', 'RaeBareli']",2019-05-05,Sun,1124951361307602949,0,0,0.0
#BSP supremo #Mayawati on Sunday May 5 appealed to the workers of the SP-BSP alliance to vote for the #Congress in Monday’s election when people in UP’s #Amethi and #RaeBareli will cast their ballots,NH_India,"['BSP', 'Mayawati', 'Congress', 'Amethi', 'RaeBareli']",2019-05-05,Sun,1124947245089083394,223,85,0.0
#BahujanSamajParty (#BSP supremo #Mayawati on May 5 appealed to the workers of the #SamajwadiParty (#SP)-BSP alliance to vote for the #Congress in Monday's election when people in #UttarPradesh's #Amethi and #RaeBareli will cast their ballots. #LokSabhaElections2019 #Dangal2019,ians_india,"['BahujanSamajParty', 'BSP', 'Mayawati', 'SamajwadiParty', 'SP', 'Congress', 'UttarPradesh', 'Amethi', 'RaeBareli', 'LokSabhaElections2019', 'Dangal2019']",2019-05-05,Sun,1124946187092496384,145,47,0.0
I hope the #BSP candidate gives a befitting reply to this uncivilized bigot! I hope to see the day when these racist and supremacist are tied to a tree and piddled upon by the same whom they so conveniently trash. #Sultanpur,indian_politics,"['BSP', 'Sultanpur']",2019-05-05,Sun,1124945304476835840,1,0,0.0
#LokSabhaElection Mayawati appealed to the workers of the Samajwadi Party (SP)-BSP alliance to vote for the Congress in Amethi and Rae Bareli #Mayawati #BSP #SamajwadiParty #Congress,TheDailyPioneer,"['LokSabhaElection', 'Mayawati', 'BSP', 'SamajwadiParty', 'Congress']",2019-05-05,Sun,1124945048636874754,0,0,0.0
Interesting perspective Could this be the reason why #BJP has already started courting #BSP since last 2 days?,Rabin_m05,"['BJP', 'BSP']",2019-05-05,Sun,1124943068178702336,0,0,0.25
UP #BJP state General Secretary &amp Union Home Minister #RajnathSingh son #PankajSingh said that the #SP #BSP &amp #Congress were fighting for their survival &amp after the #Elections these parties would only remain in the #history,apnnewsindia,"['BJP', 'RajnathSingh', 'PankajSingh', 'SP', 'BSP', 'Congress', 'Elections', 'history']",2019-05-05,Sun,1124942259756195840,1,0,0.02500000000000001
Priyankaji has made a Landmark comment in the annals of Indian politics She called #BJP a Shatru In 70 yrs of Indian politics no party has used this word for any other party not even #BSP and #SP. If this is the future of #Congress god help us.,sharadtrivediUP,"['BJP', 'BSP', 'SP', 'Congress']",2019-05-05,Sun,1124941565573525505,0,0,-0.0625
UP #BJP state General Secretary &amp Union Home Minister #RajnathSingh son #PankajSingh said that the #SP #BSP &amp #Congress were fighting for their survival &amp after the #Elections these parties would only remain in the #history. #LokSabhaElections2019 #Dangal2019 Photo IANS,ians_india,"['BJP', 'RajnathSingh', 'PankajSingh', 'SP', 'BSP', 'Congress', 'Elections', 'history', 'LokSabhaElections2019', 'Dangal2019']",2019-05-05,Sun,1124937369197481985,0,0,0.02500000000000001
Pick of the Day #SP #BSP #Congress #NarendraModi #AkhileshYadav #Mayawati #MahaGathbandhan #bsp_sp_rld #UttarPradesh #Cartoon #cartoons #Congress #PoliTRICKS #CommonManAsks #PenNewsPic #Yogi,pennewstweet,"['SP', 'BSP', 'Congress', 'NarendraModi', 'AkhileshYadav', 'Mayawati', 'MahaGathbandhan', 'bsp_sp_rld', 'UttarPradesh', 'Cartoon', 'cartoons', 'Congress', 'PoliTRICKS', 'CommonManAsks', 'PenNewsPic', 'Yogi']",2019-05-05,Sun,1124934048369922049,0,0,0.0
Current scenario in Indian Politics Lip service 33% Women Promising to pass the reservations bill if they are elected When will they ever How long do we wait? #rasjathan #rajasthantourism #desert #bjp #congress #bsp #loksbahaelections2019 #votekar #india #reservation #bill,YPPIndia,"['rasjathan', 'rajasthantourism', 'desert', 'bjp', 'congress', 'bsp', 'loksbahaelections2019', 'votekar', 'india', 'reservation', 'bill']",2019-05-05,Sun,1124913557538107392,0,0,0.05000000000000001
It might seem like an overnight success but it was not Rovio the company which created the smash hit Angry Birds were almost on the verge of bankruptcy Finally they nurtured the concept of Angry Birds and after that there was no looking back #BSP #Gaming #AngryBirds #Facts,Bsp_Gaming,"['BSP', 'Gaming', 'AngryBirds', 'Facts']",2019-05-05,Sun,1124909668403310592,1,0,-0.14
Our voters are silent and committed they don't go gaya over their voting warns BSP Chief #SilentVoters #BSP #Mayawati,qazifarazahmad,"['SilentVoters', 'BSP', 'Mayawati']",2019-05-05,Sun,1124902955629436929,0,0,0.0
In 2014 general election BJP won #Bijnor and less vote than combine vote of #SP and #BSP So this seat is in danger #Loksabhaelections2019,Ikbollywood,"['Bijnor', 'SP', 'BSP', 'Loksabhaelections2019']",2019-05-05,Sun,1124901546766917634,0,0,-0.05833333333333333
#LokSabhaElections #BSP's alleges that #BJP and Modi Govt is indulging in divisive politics.,NEWS9TWEETS,"['LokSabhaElections', 'BSP', 'BJP']",2019-05-05,Sun,1124897653521694720,0,0,0.0
#BIGNEWS #BSP Chief addresses press at #Lucknow in Uttar Pradesh #UttarPradesh,NEWS9TWEETS,"['BIGNEWS', 'BSP', 'Lucknow', 'UttarPradesh']",2019-05-05,Sun,1124897068093300736,0,0,0.0
High voltage campaigning for fifth phase of LS polls in UP ends #Highvoltagecampaigning #fifthphase #UttarPradesh #LokSabhaElections2019 #LokSabhaElection2019 #Amethi #RaeBareli #Congress #BJP #SP #BSP #RahulGandhi #RajnathSingh #SmritiIrani #SoniaGandhi,pennewstweet,"['Highvoltagecampaigning', 'fifthphase', 'UttarPradesh', 'LokSabhaElections2019', 'LokSabhaElection2019', 'Amethi', 'RaeBareli', 'Congress', 'BJP', 'SP', 'BSP', 'RahulGandhi', 'RajnathSingh', 'SmritiIrani', 'SoniaGandhi']",2019-05-05,Sun,1124878145755049985,0,0,0.16
The #SP is going soft on the #Congress but its alliance partner #BSP chief is attacking the Congress said,EconomicTimes,"['SP', 'Congress', 'BSP']",2019-05-05,Sun,1124875110677004288,12,2,0.1
#LokSabhaElections PM on Saturday took on the #SP-#BSP alliance in Uttar Pradesh and alleged that 's Akhilesh Yadav is 'cheating #BSP's #Mayawati He alleged that is fooling by promising the PM post,NEWS9TWEETS,"['LokSabhaElections', 'SP', 'BSP', 'BSP', 'Mayawati']",2019-05-05,Sun,1124869064537436160,2,0,0.0
